scope,tag,case,method,precision,kappa,cap,attempts_1,attempts_2,attempts_per_return,block,block_order,cap_rejects,cap_rejects_per_return,engine_calls,engine_calls_1,engine_calls_2,engine_calls_per_return,gamma_variates,gamma_variates_per_return,iqr_ratio,iqr_seconds_per_attempt,iqr_seconds_per_return,log_primitive,median_seconds_per_attempt,median_seconds_per_return,median_time_per_return_ratio,n_attempted,n_blocks,n_finite,n_returned,ratio_ci_hi,ratio_ci_lo,repeat_identical,seconds,seconds_per_attempt,seconds_per_return,total_attempts,total_returned,uniform_variates,uniform_variates_per_return
block,libcxx,B3,SPLIT,double,0.51,5,NA,NA,27.61203241397833,2,0,23681063,NA,381309980,NA,NA,NA,49141852,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,24570926,NA,889863,889863,NA,NA,NA,2.29928979,9.357766125704827e-08,2.583869415853901e-06,NA,NA,49141852,NA
block,libcxx,B3,SPLIT,double,0.51,5,NA,NA,27.587981520750947,3,1,23659661,NA,381048260,NA,NA,NA,49099048,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,24549524,NA,889863,889863,NA,NA,NA,2.30030908,9.370076095976443e-08,2.585014861838283e-06,NA,NA,49099048,NA
block,libcxx,B3,SPLIT,double,0.51,5,NA,NA,27.6061730850704,4,0,23675849,NA,381252184,NA,NA,NA,49131424,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,24565712,NA,889863,889863,NA,NA,NA,2.30699825,9.391131223878225e-08,2.592531940309913e-06,NA,NA,49131424,NA
block,libcxx,B3,SPLIT,double,0.51,5,NA,NA,27.637990342333595,5,1,23704162,NA,381687976,NA,NA,NA,49188050,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,24594025,NA,889863,889863,NA,NA,NA,2.30786883,9.383859819610657e-08,2.593510270682116e-06,NA,NA,49188050,NA
block,libcxx,B3,SPLIT,double,0.51,5,NA,NA,27.636012509790834,6,0,23702402,NA,381714316,NA,NA,NA,49184530,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,24592265,NA,889863,889863,NA,NA,NA,2.30293613,9.3644734635057e-08,2.587967057850478e-06,NA,NA,49184530,NA
block,libcxx,B3,SPLIT,double,0.51,5,NA,NA,27.614438402315862,7,1,23683204,NA,381405948,NA,NA,NA,49146134,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,24573067,NA,889863,889863,NA,NA,NA,2.30073742,9.362841927708901e-08,2.585496216833378e-06,NA,NA,49146134,NA
block,libcxx,B3,SPLIT,double,0.51,5,NA,NA,27.625645745468685,8,0,23693177,NA,381556272,NA,NA,NA,49166080,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,24583040,NA,889863,889863,NA,NA,NA,2.29934283,9.353370575811616e-08,2.5839290205346215e-06,NA,NA,49166080,NA
block,libcxx,B3,SPLIT,double,0.51,5,NA,NA,27.60246352528423,9,1,23672548,NA,381174816,NA,NA,NA,49124822,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,24562411,NA,889863,889863,NA,NA,NA,2.30869246,9.3992908920871e-08,2.5944358401237046e-06,NA,NA,49124822,NA
summary,libcxx,B3,SPLIT,double,0.51,5,NA,NA,NA,NA,NA,NA,26.609997831126815,NA,NA,NA,428.5116324647727,NA,55.21999566225363,NA,2.454735468591831e-10,7.662839673073058e-09,LOG-PUB,9.367274779741072e-08,2.586731637341928e-06,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,245691155,8898630,NA,55.21999566225363
block,libcxx,B4,LOG,double,0.51,20,NA,NA,16.06632600895285,0,1,18861413,NA,312440352,NA,NA,NA,20113305,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,20113305,NA,1251892,1251892,NA,NA,NA,2.31477642,1.1508682536261444e-07,1.8490224556111868e-06,NA,NA,80834996,NA
block,libcxx,B4,LOG,double,0.51,20,NA,NA,16.023235231154125,1,0,18807468,NA,311632948,NA,NA,NA,20059360,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,20059360,NA,1251892,1251892,NA,NA,NA,2.27909658,1.1361761192779829e-07,1.8205217223210947e-06,NA,NA,80616518,NA
block,libcxx,B4,LOG,double,0.51,20,NA,NA,16.054666057455435,2,1,18846816,NA,312214208,NA,NA,NA,20098708,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,20098708,NA,1251892,1251892,NA,NA,NA,2.28796254,1.1383629932829513e-07,1.8276037709323169e-06,NA,NA,80774258,NA
block,libcxx,B4,LOG,double,0.51,20,NA,NA,16.009432123537813,3,0,18790188,NA,311383472,NA,NA,NA,20042080,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,20042080,NA,1251892,1251892,NA,NA,NA,2.26691262,1.131076524991418e-07,1.8107892853377128e-06,NA,NA,80547424,NA
block,libcxx,B4,LOG,double,0.51,20,NA,NA,16.021398011969083,4,1,18805168,NA,311577340,NA,NA,NA,20057060,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,20057060,NA,1251892,1251892,NA,NA,NA,2.29648108,1.1449739293794803e-07,1.8344083035916835e-06,NA,NA,80608628,NA
block,libcxx,B4,LOG,double,0.51,20,NA,NA,16.051812776181972,5,0,18843244,NA,312169544,NA,NA,NA,20095136,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,20095136,NA,1251892,1251892,NA,NA,NA,2.31639429,1.1527139154470016e-07,1.8503147955254925e-06,NA,NA,80761652,NA
block,libcxx,B4,LOG,double,0.51,20,NA,NA,16.050310250404987,6,1,18841363,NA,312193796,NA,NA,NA,20093255,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,20093255,NA,1251892,1251892,NA,NA,NA,2.27389642,1.1316715086729352e-07,1.8163678815744488e-06,NA,NA,80752718,NA
block,libcxx,B4,LOG,double,0.51,20,NA,NA,16.024310403772848,7,0,18808814,NA,311662780,NA,NA,NA,20060706,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,20060706,NA,1251892,1251892,NA,NA,NA,2.27690508,1.1350074518813047e-07,1.8187711719541303e-06,NA,NA,80621822,NA
block,libcxx,B4,LOG,double,0.51,20,NA,NA,16.04032536352976,8,1,18828863,NA,311962132,NA,NA,NA,20080755,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,20080755,NA,1251892,1251892,NA,NA,NA,2.2799205,1.1353758860162378e-07,1.8211798621606335e-06,NA,NA,80702308,NA
block,libcxx,B4,LOG,double,0.51,20,NA,NA,16.037436136663548,9,0,18825246,NA,311873696,NA,NA,NA,20077138,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,20077138,NA,1251892,1251892,NA,NA,NA,2.27424008,1.1327511321583785e-07,1.8166423940723323e-06,NA,NA,80688912,NA
summary,libcxx,B4,LOG,double,0.51,20,NA,NA,NA,NA,NA,NA,15.037925236362241,NA,NA,NA,249.1517054186783,NA,16.03792523636224,NA,1.0005983266238001e-09,1.553258188406017e-08,LOG-PUB,1.1357760026471104e-07,1.820850792240864e-06,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,200777503,12518920,NA,64.45517952027811
block,libcxx,B4,SPLIT,double,0.51,20,NA,NA,16.03835626654246,0,0,22988263,NA,380475820,NA,NA,NA,49033810,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,24516905,NA,1528642,1528642,NA,NA,NA,2.31584271,9.445901552418627e-08,1.5149673435637645e-06,NA,NA,49033810,NA
block,libcxx,B4,SPLIT,double,0.51,20,NA,NA,16.01650877052966,1,1,22954866,NA,379991852,NA,NA,NA,48967016,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,24483508,NA,1528642,1528642,NA,NA,NA,2.32509117,9.496560582740022e-08,1.5210174586332183e-06,NA,NA,48967016,NA
block,libcxx,B4,SPLIT,double,0.51,20,NA,NA,16.044474114933386,2,0,22997615,NA,380617752,NA,NA,NA,49052514,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,24526257,NA,1528642,1528642,NA,NA,NA,2.31934862,9.456594294025378e-08,1.5172608236591694e-06,NA,NA,49052514,NA
block,libcxx,B4,SPLIT,double,0.51,20,NA,NA,16.011449377944608,3,1,22947132,NA,379903564,NA,NA,NA,48951548,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,24475774,NA,1528642,1528642,NA,NA,NA,2.31323021,9.451101362514623e-08,1.513258310317262e-06,NA,NA,48951548,NA
block,libcxx,B4,SPLIT,double,0.51,20,NA,NA,16.0250693098842,4,0,22967952,NA,380181028,NA,NA,NA,48993188,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,24496594,NA,1528642,1528642,NA,NA,NA,2.31227158,9.439155418912522e-08,1.512631198148422e-06,NA,NA,48993188,NA
block,libcxx,B4,SPLIT,double,0.51,20,NA,NA,16.044060676077198,5,1,22996983,NA,380628912,NA,NA,NA,49051250,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,24525625,NA,1528642,1528642,NA,NA,NA,2.32909929,9.496595051094517e-08,1.5236394721589489e-06,NA,NA,49051250,NA
block,libcxx,B4,SPLIT,double,0.51,20,NA,NA,16.039615554197777,6,0,22990188,NA,380576828,NA,NA,NA,49037660,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,24518830,NA,1528642,1528642,NA,NA,NA,2.31763471,9.45246861289874e-08,1.5161396258901692e-06,NA,NA,49037660,NA
block,libcxx,B4,SPLIT,double,0.51,20,NA,NA,16.02951966516686,7,1,22974755,NA,380325712,NA,NA,NA,49006794,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,24503397,NA,1528642,1528642,NA,NA,NA,2.30727342,9.416136954398609e-08,1.5093615248043688e-06,NA,NA,49006794,NA
block,libcxx,B4,SPLIT,double,0.51,20,NA,NA,16.039596583111024,8,0,22990159,NA,380559596,NA,NA,NA,49037602,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,24518801,NA,1528642,1528642,NA,NA,NA,2.31885487,9.457456219005163e-08,1.516937824552773e-06,NA,NA,49037602,NA
block,libcxx,B4,SPLIT,double,0.51,20,NA,NA,16.03244055835179,9,1,22979220,NA,380327944,NA,NA,NA,49015724,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,24507862,NA,1528642,1528642,NA,NA,NA,2.33403479,9.52361650314499e-08,1.5268681548721022e-06,NA,NA,49015724,NA
summary,libcxx,B4,SPLIT,double,0.51,20,NA,NA,NA,NA,NA,NA,15.032109087673897,NA,NA,NA,248.82143811304414,NA,32.06421817534779,NA,3.958298686368013e-10,6.392731260818438e-09,LOG-PUB,9.45453145346206e-08,1.5165387252214711e-06,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,245073553,15286420,NA,32.06421817534779
block,libstdcxx,B0,LOG,double,0.51,NA,NA,NA,1.0,0,1,0,NA,361596838,NA,NA,NA,28454782,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,28454782,NA,28454772,28454782,NA,NA,NA,2.316349,8.140455969755804e-08,8.140455969755804e-08,NA,NA,114356284,NA
block,libstdcxx,B0,LOG,double,0.51,NA,NA,NA,1.0,1,0,0,NA,361622176,NA,NA,NA,28454782,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,28454782,NA,28454761,28454782,NA,NA,NA,2.311088,8.121966986076364e-08,8.121966986076364e-08,NA,NA,114355110,NA
block,libstdcxx,B0,LOG,double,0.51,NA,NA,NA,1.0,2,1,0,NA,361601300,NA,NA,NA,28454782,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,28454782,NA,28454755,28454782,NA,NA,NA,2.341048,8.227256845615615e-08,8.227256845615615e-08,NA,NA,114358106,NA
block,libstdcxx,B0,LOG,double,0.51,NA,NA,NA,1.0,3,0,0,NA,361609792,NA,NA,NA,28454782,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,28454782,NA,28454766,28454782,NA,NA,NA,2.330894,8.191572158240396e-08,8.191572158240396e-08,NA,NA,114356130,NA
block,libstdcxx,B0,LOG,double,0.51,NA,NA,NA,1.0,4,1,0,NA,361644228,NA,NA,NA,28454782,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,28454782,NA,28454763,28454782,NA,NA,NA,2.335518,8.207822502382903e-08,8.207822502382903e-08,NA,NA,114358194,NA
block,libstdcxx,B0,LOG,double,0.51,NA,NA,NA,1.0,5,0,0,NA,361613388,NA,NA,NA,28454782,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,28454782,NA,28454754,28454782,NA,NA,NA,2.333743,8.201584535070415e-08,8.201584535070415e-08,NA,NA,114357004,NA
block,libstdcxx,B0,LOG,double,0.51,NA,NA,NA,1.0,6,1,0,NA,361618524,NA,NA,NA,28454782,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,28454782,NA,28454764,28454782,NA,NA,NA,2.363236,8.305233194195619e-08,8.305233194195619e-08,NA,NA,114356420,NA
block,libstdcxx,B0,LOG,double,0.51,NA,NA,NA,1.0,7,0,0,NA,361613862,NA,NA,NA,28454782,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,28454782,NA,28454758,28454782,NA,NA,NA,2.357517,8.285134639232168e-08,8.285134639232168e-08,NA,NA,114356848,NA
block,libstdcxx,B0,LOG,double,0.51,NA,NA,NA,1.0,8,1,0,NA,361599372,NA,NA,NA,28454782,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,28454782,NA,28454762,28454782,NA,NA,NA,2.343114,8.234517488132575e-08,8.234517488132575e-08,NA,NA,114356408,NA
block,libstdcxx,B0,LOG,double,0.51,NA,NA,NA,1.0,9,0,0,NA,361617064,NA,NA,NA,28454782,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,28454782,NA,28454759,28454782,NA,NA,NA,2.337922,8.216270994450071e-08,8.216270994450071e-08,NA,NA,114355924,NA
summary,libstdcxx,B0,LOG,double,0.51,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,12.708361441672617,NA,1.0,NA,3.8627075055433383e-10,3.8627075055433383e-10,LOG-PUB,8.212046748416488e-08,8.212046748416488e-08,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,284547820,284547820,NA,4.018890139450023
block,libstdcxx,B0,SPLIT,double,0.51,NA,NA,NA,1.0,0,0,0,NA,492539746,NA,NA,NA,63844554,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31922277,NA,31903612,31922277,NA,NA,NA,2.29928,7.202744340574452e-08,7.202744340574452e-08,NA,NA,63844554,NA
block,libstdcxx,B0,SPLIT,double,0.51,NA,NA,NA,1.0,1,1,0,NA,492567024,NA,NA,NA,63844554,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31922277,NA,31903713,31922277,NA,NA,NA,2.315909,7.254836489264221e-08,7.254836489264221e-08,NA,NA,63844554,NA
block,libstdcxx,B0,SPLIT,double,0.51,NA,NA,NA,1.0,2,0,0,NA,492562266,NA,NA,NA,63844554,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31922277,NA,31903536,31922277,NA,NA,NA,2.294275,7.187065634447066e-08,7.187065634447066e-08,NA,NA,63844554,NA
block,libstdcxx,B0,SPLIT,double,0.51,NA,NA,NA,1.0,3,1,0,NA,492576642,NA,NA,NA,63844554,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31922277,NA,31903762,31922277,NA,NA,NA,2.298936,7.201666723210252e-08,7.201666723210252e-08,NA,NA,63844554,NA
block,libstdcxx,B0,SPLIT,double,0.51,NA,NA,NA,1.0,4,0,0,NA,492547172,NA,NA,NA,63844554,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31922277,NA,31903789,31922277,NA,NA,NA,2.292672,7.182044062834239e-08,7.182044062834239e-08,NA,NA,63844554,NA
block,libstdcxx,B0,SPLIT,double,0.51,NA,NA,NA,1.0,5,1,0,NA,492595442,NA,NA,NA,63844554,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31922277,NA,31903791,31922277,NA,NA,NA,2.295556,7.191078506085265e-08,7.191078506085265e-08,NA,NA,63844554,NA
block,libstdcxx,B0,SPLIT,double,0.51,NA,NA,NA,1.0,6,0,0,NA,492583438,NA,NA,NA,63844554,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31922277,NA,31903534,31922277,NA,NA,NA,2.299156,7.202355897105961e-08,7.202355897105961e-08,NA,NA,63844554,NA
block,libstdcxx,B0,SPLIT,double,0.51,NA,NA,NA,1.0,7,1,0,NA,492545156,NA,NA,NA,63844554,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31922277,NA,31903655,31922277,NA,NA,NA,2.296229,7.19318675168441e-08,7.19318675168441e-08,NA,NA,63844554,NA
block,libstdcxx,B0,SPLIT,double,0.51,NA,NA,NA,1.0,8,0,0,NA,492575474,NA,NA,NA,63844554,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31922277,NA,31903744,31922277,NA,NA,NA,2.304719,7.219782598841555e-08,7.219782598841555e-08,NA,NA,63844554,NA
block,libstdcxx,B0,SPLIT,double,0.51,NA,NA,NA,1.0,9,1,0,NA,492558272,NA,NA,NA,63844554,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31922277,NA,31903626,31922277,NA,NA,NA,2.289796,7.17303468045215e-08,7.17303468045215e-08,NA,NA,63844554,NA
summary,libstdcxx,B0,SPLIT,double,0.51,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,15.430135613446371,NA,2.0,NA,1.457837735071262e-10,1.457837735071262e-10,LOG-PUB,7.197426737447331e-08,7.197426737447331e-08,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,319222770,319222770,NA,2.0
block,libstdcxx,B1,LOG,float,0.55,NA,NA,NA,1.0,0,1,0,NA,251597890,NA,NA,NA,39132285,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,39132285,NA,39127008,39132285,NA,NA,NA,2.322852,5.935896664352721e-08,5.935896664352721e-08,NA,NA,160214806,NA
block,libstdcxx,B1,LOG,float,0.55,NA,NA,NA,1.0,1,0,0,NA,251590788,NA,NA,NA,39132285,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,39132285,NA,39126895,39132285,NA,NA,NA,2.310604,5.904597699827649e-08,5.904597699827649e-08,NA,NA,160214588,NA
block,libstdcxx,B1,LOG,float,0.55,NA,NA,NA,1.0,2,1,0,NA,251597184,NA,NA,NA,39132285,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,39132285,NA,39126941,39132285,NA,NA,NA,2.297791,5.87185491468234e-08,5.87185491468234e-08,NA,NA,160217212,NA
block,libstdcxx,B1,LOG,float,0.55,NA,NA,NA,1.0,3,0,0,NA,251598678,NA,NA,NA,39132285,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,39132285,NA,39126906,39132285,NA,NA,NA,2.326785,5.9459471891304075e-08,5.9459471891304075e-08,NA,NA,160212812,NA
block,libstdcxx,B1,LOG,float,0.55,NA,NA,NA,1.0,4,1,0,NA,251606648,NA,NA,NA,39132285,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,39132285,NA,39126947,39132285,NA,NA,NA,2.306971,5.8953138054677866e-08,5.8953138054677866e-08,NA,NA,160216968,NA
block,libstdcxx,B1,LOG,float,0.55,NA,NA,NA,1.0,5,0,0,NA,251606488,NA,NA,NA,39132285,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,39132285,NA,39126911,39132285,NA,NA,NA,2.320165,5.929030211243733e-08,5.929030211243733e-08,NA,NA,160216994,NA
block,libstdcxx,B1,LOG,float,0.55,NA,NA,NA,1.0,6,1,0,NA,251600290,NA,NA,NA,39132285,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,39132285,NA,39126830,39132285,NA,NA,NA,2.317112,5.921228469025e-08,5.921228469025e-08,NA,NA,160210644,NA
block,libstdcxx,B1,LOG,float,0.55,NA,NA,NA,1.0,7,0,0,NA,251601905,NA,NA,NA,39132285,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,39132285,NA,39127007,39132285,NA,NA,NA,2.316015,5.9184251571304876e-08,5.9184251571304876e-08,NA,NA,160215538,NA
block,libstdcxx,B1,LOG,float,0.55,NA,NA,NA,1.0,8,1,0,NA,251598564,NA,NA,NA,39132285,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,39132285,NA,39126880,39132285,NA,NA,NA,2.305227,5.890857127305497e-08,5.890857127305497e-08,NA,NA,160215834,NA
block,libstdcxx,B1,LOG,float,0.55,NA,NA,NA,1.0,9,0,0,NA,251588422,NA,NA,NA,39132285,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,39132285,NA,39126830,39132285,NA,NA,NA,2.316972,5.920870708163348e-08,5.920870708163348e-08,NA,NA,160217714,NA
summary,libstdcxx,B1,LOG,float,0.55,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,6.429440184747709,NA,1.0,NA,2.9444996631297727e-10,2.9444996631297727e-10,LOG-PUB,5.919647932646918e-08,5.919647932646918e-08,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,391322850,391322850,NA,4.094197693796823
block,libstdcxx,B1,SPLIT,float,0.55,NA,NA,NA,1.0,0,0,0,NA,334056054,NA,NA,NA,86661644,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,43330822,NA,43083399,43330822,NA,NA,NA,2.309814,5.330648931608082e-08,5.330648931608082e-08,NA,NA,86661644,NA
block,libstdcxx,B1,SPLIT,float,0.55,NA,NA,NA,1.0,1,1,0,NA,334037766,NA,NA,NA,86661644,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,43330822,NA,43083429,43330822,NA,NA,NA,2.300383,5.308883824082544e-08,5.308883824082544e-08,NA,NA,86661644,NA
block,libstdcxx,B1,SPLIT,float,0.55,NA,NA,NA,1.0,2,0,0,NA,334065136,NA,NA,NA,86661644,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,43330822,NA,43083410,43330822,NA,NA,NA,2.309162,5.329144229020165e-08,5.329144229020165e-08,NA,NA,86661644,NA
block,libstdcxx,B1,SPLIT,float,0.55,NA,NA,NA,1.0,3,1,0,NA,334049257,NA,NA,NA,86661644,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,43330822,NA,43084474,43330822,NA,NA,NA,2.303601,5.316310408327818e-08,5.316310408327818e-08,NA,NA,86661644,NA
block,libstdcxx,B1,SPLIT,float,0.55,NA,NA,NA,1.0,4,0,0,NA,334056010,NA,NA,NA,86661644,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,43330822,NA,43083235,43330822,NA,NA,NA,2.3068,5.323693143878046e-08,5.323693143878046e-08,NA,NA,86661644,NA
block,libstdcxx,B1,SPLIT,float,0.55,NA,NA,NA,1.0,5,1,0,NA,334068493,NA,NA,NA,86661644,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,43330822,NA,43083576,43330822,NA,NA,NA,2.306493,5.322984641279134e-08,5.322984641279134e-08,NA,NA,86661644,NA
block,libstdcxx,B1,SPLIT,float,0.55,NA,NA,NA,1.0,6,0,0,NA,334069532,NA,NA,NA,86661644,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,43330822,NA,43083326,43330822,NA,NA,NA,2.301192,5.3107508553611096e-08,5.3107508553611096e-08,NA,NA,86661644,NA
block,libstdcxx,B1,SPLIT,float,0.55,NA,NA,NA,1.0,7,1,0,NA,334058456,NA,NA,NA,86661644,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,43330822,NA,43084079,43330822,NA,NA,NA,2.304968,5.3194652065451244e-08,5.3194652065451244e-08,NA,NA,86661644,NA
block,libstdcxx,B1,SPLIT,float,0.55,NA,NA,NA,1.0,8,0,0,NA,334047049,NA,NA,NA,86661644,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,43330822,NA,43083356,43330822,NA,NA,NA,2.310739,5.332783670709039e-08,5.332783670709039e-08,NA,NA,86661644,NA
block,libstdcxx,B1,SPLIT,float,0.55,NA,NA,NA,1.0,9,1,0,NA,334062988,NA,NA,NA,86661644,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,43330822,NA,43083210,43330822,NA,NA,NA,2.310545,5.332335952454352e-08,5.332335952454352e-08,NA,NA,86661644,NA
summary,libstdcxx,B1,SPLIT,float,0.55,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,7.709456194945944,NA,2.0,NA,1.3173648078958508e-10,1.3173648078958508e-10,LOG-PUB,5.3233388925785904e-08,5.3233388925785904e-08,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,433308220,433308220,NA,2.0
block,libstdcxx,B2,LOG,double,0.75,NA,NA,NA,1.0,0,1,0,NA,309559168,NA,NA,NA,22721660,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,22721660,NA,22721660,22721660,NA,NA,NA,2.311732,1.0174133403985449e-07,1.0174133403985449e-07,NA,NA,101724356,NA
block,libstdcxx,B2,LOG,double,0.75,NA,NA,NA,1.0,1,0,0,NA,309580450,NA,NA,NA,22721660,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,22721660,NA,22721660,22721660,NA,NA,NA,2.309141,1.016273018784719e-07,1.016273018784719e-07,NA,NA,101727920,NA
block,libstdcxx,B2,LOG,double,0.75,NA,NA,NA,1.0,2,1,0,NA,309607260,NA,NA,NA,22721660,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,22721660,NA,22721660,22721660,NA,NA,NA,2.31844,1.0203655894859794e-07,1.0203655894859794e-07,NA,NA,101734406,NA
block,libstdcxx,B2,LOG,double,0.75,NA,NA,NA,1.0,3,0,0,NA,309553794,NA,NA,NA,22721660,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,22721660,NA,22721660,22721660,NA,NA,NA,2.308237,1.0158751605296444e-07,1.0158751605296444e-07,NA,NA,101723640,NA
block,libstdcxx,B2,LOG,double,0.75,NA,NA,NA,1.0,4,1,0,NA,309574090,NA,NA,NA,22721660,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,22721660,NA,22721660,22721660,NA,NA,NA,2.313385,1.0181408400618616e-07,1.0181408400618616e-07,NA,NA,101724566,NA
block,libstdcxx,B2,LOG,double,0.75,NA,NA,NA,1.0,5,0,0,NA,309576460,NA,NA,NA,22721660,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,22721660,NA,22721660,22721660,NA,NA,NA,2.320614,1.0213223857763913e-07,1.0213223857763913e-07,NA,NA,101721034,NA
block,libstdcxx,B2,LOG,double,0.75,NA,NA,NA,1.0,6,1,0,NA,309597166,NA,NA,NA,22721660,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,22721660,NA,22721660,22721660,NA,NA,NA,2.311247,1.0171998876842625e-07,1.0171998876842625e-07,NA,NA,101734150,NA
block,libstdcxx,B2,LOG,double,0.75,NA,NA,NA,1.0,7,0,0,NA,309586884,NA,NA,NA,22721660,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,22721660,NA,22721660,22721660,NA,NA,NA,2.318268,1.0202898907914299e-07,1.0202898907914299e-07,NA,NA,101736324,NA
block,libstdcxx,B2,LOG,double,0.75,NA,NA,NA,1.0,8,1,0,NA,309563874,NA,NA,NA,22721660,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,22721660,NA,22721660,22721660,NA,NA,NA,2.3124,1.0177073330029583e-07,1.0177073330029583e-07,NA,NA,101724114,NA
block,libstdcxx,B2,LOG,double,0.75,NA,NA,NA,1.0,9,0,0,NA,309585830,NA,NA,NA,22721660,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,22721660,NA,22721660,22721660,NA,NA,NA,2.315258,1.0189651636368117e-07,1.0189651636368117e-07,NA,NA,101729092,NA
summary,libstdcxx,B2,LOG,double,0.75,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,13.62481867962112,NA,1.0,NA,2.7054581399422213e-10,2.7054581399422213e-10,LOG-PUB,1.01792408653241e-07,1.01792408653241e-07,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,227216600,227216600,NA,4.477135922287368
