scope,tag,case,method,precision,kappa,cap,attempts_1,attempts_2,attempts_per_return,block,block_order,cap_rejects,cap_rejects_per_return,engine_calls,engine_calls_1,engine_calls_2,engine_calls_per_return,gamma_variates,gamma_variates_per_return,iqr_ratio,iqr_seconds_per_attempt,iqr_seconds_per_return,log_primitive,median_seconds_per_attempt,median_seconds_per_return,median_time_per_return_ratio,n_attempted,n_blocks,n_finite,n_returned,ratio_ci_hi,ratio_ci_lo,repeat_identical,seconds,seconds_per_attempt,seconds_per_return,total_attempts,total_returned,uniform_variates,uniform_variates_per_return
block,libstdcxx,B2,SPLIT,double,0.75,NA,NA,NA,1.0,0,0,0,NA,490325508,NA,NA,NA,63782586,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31891293,NA,31891293,31891293,NA,NA,NA,2.28263,7.157533562530688e-08,7.157533562530688e-08,NA,NA,63782586,NA
block,libstdcxx,B2,SPLIT,double,0.75,NA,NA,NA,1.0,1,1,0,NA,490374488,NA,NA,NA,63782586,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31891293,NA,31891293,31891293,NA,NA,NA,2.293471,7.191527166991943e-08,7.191527166991943e-08,NA,NA,63782586,NA
block,libstdcxx,B2,SPLIT,double,0.75,NA,NA,NA,1.0,2,0,0,NA,490365390,NA,NA,NA,63782586,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31891293,NA,31891293,31891293,NA,NA,NA,2.300279,7.212874686517101e-08,7.212874686517101e-08,NA,NA,63782586,NA
block,libstdcxx,B2,SPLIT,double,0.75,NA,NA,NA,1.0,3,1,0,NA,490359712,NA,NA,NA,63782586,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31891293,NA,31891293,31891293,NA,NA,NA,2.289504,7.17908803509472e-08,7.17908803509472e-08,NA,NA,63782586,NA
block,libstdcxx,B2,SPLIT,double,0.75,NA,NA,NA,1.0,4,0,0,NA,490381366,NA,NA,NA,63782586,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31891293,NA,31891293,31891293,NA,NA,NA,2.278017,7.143068799374174e-08,7.143068799374174e-08,NA,NA,63782586,NA
block,libstdcxx,B2,SPLIT,double,0.75,NA,NA,NA,1.0,5,1,0,NA,490389252,NA,NA,NA,63782586,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31891293,NA,31891293,31891293,NA,NA,NA,2.283761,7.1610799850605e-08,7.1610799850605e-08,NA,NA,63782586,NA
block,libstdcxx,B2,SPLIT,double,0.75,NA,NA,NA,1.0,6,0,0,NA,490376144,NA,NA,NA,63782586,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31891293,NA,31891293,31891293,NA,NA,NA,2.288036,7.174484897805805e-08,7.174484897805805e-08,NA,NA,63782586,NA
block,libstdcxx,B2,SPLIT,double,0.75,NA,NA,NA,1.0,7,1,0,NA,490351426,NA,NA,NA,63782586,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31891293,NA,31891293,31891293,NA,NA,NA,2.296106,7.199789610286418e-08,7.199789610286418e-08,NA,NA,63782586,NA
block,libstdcxx,B2,SPLIT,double,0.75,NA,NA,NA,1.0,8,0,0,NA,490373912,NA,NA,NA,63782586,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31891293,NA,31891293,31891293,NA,NA,NA,2.289387,7.178721163798533e-08,7.178721163798533e-08,NA,NA,63782586,NA
block,libstdcxx,B2,SPLIT,double,0.75,NA,NA,NA,1.0,9,1,0,NA,490372544,NA,NA,NA,63782586,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31891293,NA,31891293,31891293,NA,NA,NA,2.290415,7.181944614161615e-08,7.181944614161615e-08,NA,NA,63782586,NA
summary,libstdcxx,B2,SPLIT,double,0.75,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,15.37620234463369,NA,2.0,NA,2.470031553753429e-10,2.470031553753429e-10,LOG-PUB,7.178904599446627e-08,7.178904599446627e-08,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,318912930,318912930,NA,2.0
block,libstdcxx,B3,LOG,double,0.51,5,NA,NA,27.669162971523775,0,1,25868208,NA,341055182,NA,NA,NA,26838175,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26838175,NA,969967,969967,NA,NA,NA,2.263986,8.435692814433172e-08,2.3340855926026348e-06,NA,NA,107859606,NA
block,libstdcxx,B3,LOG,double,0.51,5,NA,NA,27.622247973384663,1,0,25822702,NA,340502836,NA,NA,NA,26792669,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26792669,NA,969967,969967,NA,NA,NA,2.265221,8.4546298840179e-08,2.3353588317953084e-06,NA,NA,107675386,NA
block,libstdcxx,B3,LOG,double,0.51,5,NA,NA,27.691167843854483,2,1,25889552,NA,341334178,NA,NA,NA,26859519,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26859519,NA,969967,969967,NA,NA,NA,2.270883,8.4546674123241e-08,2.341196143786335e-06,NA,NA,107947062,NA
block,libstdcxx,B3,LOG,double,0.51,5,NA,NA,27.60738045727329,3,0,25808281,NA,340304184,NA,NA,NA,26778248,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26778248,NA,969967,969967,NA,NA,NA,2.267899,8.46918364487475e-08,2.3381197504657372e-06,NA,NA,107618458,NA
block,libstdcxx,B3,LOG,double,0.51,5,NA,NA,27.64847051497628,4,1,25848137,NA,340843838,NA,NA,NA,26818104,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26818104,NA,969967,969967,NA,NA,NA,2.271801,8.471146953565398e-08,2.3421425677368407e-06,NA,NA,107780342,NA
block,libstdcxx,B3,LOG,double,0.51,5,NA,NA,27.585067327032775,5,0,25786638,NA,340030954,NA,NA,NA,26756605,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26756605,NA,969967,969967,NA,NA,NA,2.255792,8.430785594809207e-08,2.3256378825259005e-06,NA,NA,107532258,NA
block,libstdcxx,B3,LOG,double,0.51,5,NA,NA,27.63933824552794,6,1,25839279,NA,340700800,NA,NA,NA,26809246,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26809246,NA,969967,969967,NA,NA,NA,2.264605,8.447104405696453e-08,2.3347237586433354e-06,NA,NA,107742960,NA
block,libstdcxx,B3,LOG,double,0.51,5,NA,NA,27.66994650333465,7,0,25868968,NA,341082318,NA,NA,NA,26838935,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26838935,NA,969967,969967,NA,NA,NA,2.26631,8.444113002248412e-08,2.336481550403261e-06,NA,NA,107862906,NA
block,libstdcxx,B3,LOG,double,0.51,5,NA,NA,27.594894465481815,8,1,25796170,NA,340137330,NA,NA,NA,26766137,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26766137,NA,969967,969967,NA,NA,NA,2.27082,8.4839287791137e-08,2.341131193123065e-06,NA,NA,107569966,NA
block,libstdcxx,B3,LOG,double,0.51,5,NA,NA,27.5859591099491,9,0,25787503,NA,340048796,NA,NA,NA,26757470,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26757470,NA,969967,969967,NA,NA,NA,2.265936,8.468423957870456e-08,2.336095970275277e-06,NA,NA,107534978,NA
summary,libstdcxx,B3,LOG,double,0.51,5,NA,NA,NA,NA,NA,NA,26.631363541233878,NA,NA,NA,351.15013356124484,NA,27.631363541233878,NA,2.413287001325334e-10,5.495805527404342e-09,LOG-PUB,8.454648648171e-08,2.336288760339269e-06,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,268015108,9699670,NA,111.04748120296875
block,libstdcxx,B3,SPLIT,double,0.51,5,NA,NA,27.63558355480951,0,0,30196255,NA,483401284,NA,NA,NA,62659872,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31329936,NA,1133681,1133681,NA,NA,NA,2.300012,7.341259809787036e-08,2.028799988709346e-06,NA,NA,62659872,NA
block,libstdcxx,B3,SPLIT,double,0.51,5,NA,NA,27.666104486182622,1,1,30230856,NA,483963844,NA,NA,NA,62729074,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31364537,NA,1133681,1133681,NA,NA,NA,2.304761,7.348302319909904e-08,2.0329889977868556e-06,NA,NA,62729074,NA
block,libstdcxx,B3,SPLIT,double,0.51,5,NA,NA,27.683363309431844,2,0,30250422,NA,484257000,NA,NA,NA,62768206,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31384103,NA,1133681,1133681,NA,NA,NA,2.306142,7.348121435874716e-08,2.0342071535114376e-06,NA,NA,62768206,NA
block,libstdcxx,B3,SPLIT,double,0.51,5,NA,NA,27.64441760953919,3,1,30206270,NA,483586990,NA,NA,NA,62679902,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31339951,NA,1133681,1133681,NA,NA,NA,2.300037,7.338993605956819e-08,2.028822040768082e-06,NA,NA,62679902,NA
block,libstdcxx,B3,SPLIT,double,0.51,5,NA,NA,27.645970956556564,4,0,30208031,NA,483589990,NA,NA,NA,62683424,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31341712,NA,1133681,1133681,NA,NA,NA,2.297634,7.330914150445898e-08,2.026702396882368e-06,NA,NA,62683424,NA
block,libstdcxx,B3,SPLIT,double,0.51,5,NA,NA,27.656305433362647,5,1,30219747,NA,483814844,NA,NA,NA,62706856,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31353428,NA,1133681,1133681,NA,NA,NA,2.304335,7.349547232921389e-08,2.0326132307059924e-06,NA,NA,62706856,NA
block,libstdcxx,B3,SPLIT,double,0.51,5,NA,NA,27.647509308173994,6,0,30209775,NA,483653570,NA,NA,NA,62686912,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31343456,NA,1133681,1133681,NA,NA,NA,2.298907,7.334567700511392e-08,2.02782528771321e-06,NA,NA,62686912,NA
block,libstdcxx,B3,SPLIT,double,0.51,5,NA,NA,27.59152971603123,7,1,30146312,NA,482635446,NA,NA,NA,62559986,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31279993,NA,1133681,1133681,NA,NA,NA,2.294485,7.335311743835748e-08,2.023924719563969e-06,NA,NA,62559986,NA
block,libstdcxx,B3,SPLIT,double,0.51,5,NA,NA,27.614774350103776,8,0,30172664,NA,483071260,NA,NA,NA,62612690,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31306345,NA,1133681,1133681,NA,NA,NA,2.305021,7.362791791887555e-08,2.0332183391977106e-06,NA,NA,62612690,NA
block,libstdcxx,B3,SPLIT,double,0.51,5,NA,NA,27.63913658251307,9,1,30200283,NA,483482246,NA,NA,NA,62667928,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,31333964,NA,1133681,1133681,NA,NA,NA,2.299923,7.340032049567684e-08,2.0287214833802456e-06,NA,NA,62667928,NA
summary,libstdcxx,B3,SPLIT,double,0.51,5,NA,NA,NA,NA,NA,NA,26.642469530670443,NA,NA,NA,426.52708072200204,NA,55.284939061340886,NA,1.2024889535091278e-10,4.845719386670834e-09,LOG-PUB,7.34064592967736e-08,2.028811014738714e-06,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,313377425,11336810,NA,55.284939061340886
block,libstdcxx,B4,LOG,double,0.51,20,NA,NA,16.04093102500224,0,1,25001201,NA,338833274,NA,NA,NA,26663412,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26663412,NA,1662211,1662211,NA,NA,NA,2.295032,8.607420535676379e-08,1.3807103911597263e-06,NA,NA,107157200,NA
block,libstdcxx,B4,LOG,double,0.51,20,NA,NA,16.047218433760815,1,0,25011652,NA,338993388,NA,NA,NA,26673863,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26673863,NA,1662211,1662211,NA,NA,NA,2.312701,8.670288964144414e-08,1.3913402089145121e-06,NA,NA,107197868,NA
block,libstdcxx,B4,LOG,double,0.51,20,NA,NA,16.06420243879989,2,1,25039883,NA,339333048,NA,NA,NA,26702094,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26702094,NA,1662211,1662211,NA,NA,NA,2.306715,8.638704515084099e-08,1.3877389813928557e-06,NA,NA,107314324,NA
block,libstdcxx,B4,LOG,double,0.51,20,NA,NA,16.01921657358783,3,0,24965107,NA,338385784,NA,NA,NA,26627318,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26627318,NA,1662211,1662211,NA,NA,NA,2.303963,8.652628852819499e-08,1.3860833552419037e-06,NA,NA,107011846,NA
block,libstdcxx,B4,LOG,double,0.51,20,NA,NA,16.04352937142156,4,1,25005520,NA,338932758,NA,NA,NA,26667731,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26667731,NA,1662211,1662211,NA,NA,NA,2.301413,8.629954306948724e-08,1.3845492539755783e-06,NA,NA,107175992,NA
block,libstdcxx,B4,LOG,double,0.51,20,NA,NA,16.02235095303785,5,0,24970317,NA,338453712,NA,NA,NA,26632528,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26632528,NA,1662211,1662211,NA,NA,NA,2.29606,8.621261939534993e-08,1.3813288445329746e-06,NA,NA,107033554,NA
block,libstdcxx,B4,LOG,double,0.51,20,NA,NA,16.035739145030323,6,1,24992571,NA,338737264,NA,NA,NA,26654782,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26654782,NA,1662211,1662211,NA,NA,NA,2.299175,8.625750531368067e-08,1.3832028545112504e-06,NA,NA,107122292,NA
block,libstdcxx,B4,LOG,double,0.51,20,NA,NA,16.048764567193935,7,0,25014222,NA,339017192,NA,NA,NA,26676433,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26676433,NA,1662211,1662211,NA,NA,NA,2.314337,8.675586424916705e-08,1.3923244401583193e-06,NA,NA,107209870,NA
block,libstdcxx,B4,LOG,double,0.51,20,NA,NA,16.035396829885016,8,1,24992002,NA,338714430,NA,NA,NA,26654213,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26654213,NA,1662211,1662211,NA,NA,NA,2.307473,8.65706670836614e-08,1.3881950005143751e-06,NA,NA,107120216,NA
block,libstdcxx,B4,LOG,double,0.51,20,NA,NA,16.02672404405939,9,0,24977586,NA,338554760,NA,NA,NA,26639797,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,26639797,NA,1662211,1662211,NA,NA,NA,2.292972,8.607317841048113e-08,1.3794710779798713e-06,NA,NA,107062114,NA
summary,libstdcxx,B4,LOG,double,0.51,20,NA,NA,NA,NA,NA,NA,15.038407338177885,NA,NA,NA,203.82223496294995,NA,16.038407338177883,NA,3.357315698621816e-10,6.283648706451761e-09,LOG-PUB,8.634329411016411e-08,1.385316304608741e-06,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,266592171,16622110,NA,64.45663492781603
block,libstdcxx,B4,SPLIT,double,0.51,20,NA,NA,16.02598683578685,0,0,28944303,NA,476315034,NA,NA,NA,61741172,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,30870586,NA,1926283,1926283,NA,NA,NA,2.316164,7.502818378633953e-08,1.2024006856728736e-06,NA,NA,61741172,NA
block,libstdcxx,B4,SPLIT,double,0.51,20,NA,NA,16.040199700667035,1,1,28971681,NA,476765338,NA,NA,NA,61795928,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,30897964,NA,1926283,1926283,NA,NA,NA,2.306814,7.465909404257187e-08,1.1975467779137333e-06,NA,NA,61795928,NA
block,libstdcxx,B4,SPLIT,double,0.51,20,NA,NA,16.053911600735717,2,0,28998094,NA,477165372,NA,NA,NA,61848754,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,30924377,NA,1926283,1926283,NA,NA,NA,2.305116,7.454041838902688e-08,1.1966652874992926e-06,NA,NA,61848754,NA
block,libstdcxx,B4,SPLIT,double,0.51,20,NA,NA,16.048962172224954,3,1,28988560,NA,477024956,NA,NA,NA,61829686,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,30914843,NA,1926283,1926283,NA,NA,NA,2.304262,7.453578205135961e-08,1.1962219466194738e-06,NA,NA,61829686,NA
block,libstdcxx,B4,SPLIT,double,0.51,20,NA,NA,16.049541526348932,4,0,28989676,NA,477022756,NA,NA,NA,61831918,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,30915959,NA,1926283,1926283,NA,NA,NA,2.304969,7.455595991701243e-08,1.1965889747248975e-06,NA,NA,61831918,NA
block,libstdcxx,B4,SPLIT,double,0.51,20,NA,NA,16.0338776804862,5,1,28959503,NA,476596622,NA,NA,NA,61771572,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,30885786,NA,1926283,1926283,NA,NA,NA,2.304743,7.462147798343225e-08,1.196471650323447e-06,NA,NA,61771572,NA
block,libstdcxx,B4,SPLIT,double,0.51,20,NA,NA,16.03679677389044,6,0,28965126,NA,476675806,NA,NA,NA,61782818,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,30891409,NA,1926283,1926283,NA,NA,NA,2.300347,7.446559009334925e-08,1.1941895349748713e-06,NA,NA,61782818,NA
block,libstdcxx,B4,SPLIT,double,0.51,20,NA,NA,16.037889032919878,7,1,28967230,NA,476673314,NA,NA,NA,61787026,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,30893513,NA,1926283,1926283,NA,NA,NA,2.300424,7.446301105348556e-08,1.1942295083328878e-06,NA,NA,61787026,NA
block,libstdcxx,B4,SPLIT,double,0.51,20,NA,NA,16.04240031189602,8,0,28975920,NA,476832854,NA,NA,NA,61804406,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,30902203,NA,1926283,1926283,NA,NA,NA,2.312753,7.48410396501505e-08,1.2006299178261968e-06,NA,NA,61804406,NA
block,libstdcxx,B4,SPLIT,double,0.51,20,NA,NA,16.044561988036026,9,1,28980084,NA,476884228,NA,NA,NA,61812734,NA,NA,NA,NA,LOG-PUB,NA,NA,NA,30906367,NA,1926283,1926283,NA,NA,NA,2.300474,7.443365957571138e-08,1.1942554650588725e-06,NA,NA,61812734,NA
summary,libstdcxx,B4,SPLIT,double,0.51,20,NA,NA,NA,NA,NA,NA,15.041412762299204,NA,NA,NA,247.52106933404906,NA,32.08282552459841,NA,1.665519449351361e-10,2.579319861100502e-09,LOG-PUB,7.454818915301966e-08,1.196530312524172e-06,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,309003007,19262830,NA,32.08282552459841
ratio,libcxx,B0,LOG/SPLIT,double,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005783403033957191,NA,NA,NA,NA,NA,1.260292559452824,NA,10,NA,NA,1.2629161486042317,1.2563557022149439,NA,NA,NA,NA,NA,NA,NA,NA
ratio,libcxx,B1,LOG/SPLIT,float,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0024864593927227396,NA,NA,NA,NA,NA,1.1973235275640437,NA,10,NA,NA,1.2010940607595846,1.1966939620575157,NA,NA,NA,NA,NA,NA,NA,NA
ratio,libcxx,B2,LOG/SPLIT,double,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005892214484819469,NA,NA,NA,NA,NA,1.3303140244829263,NA,10,NA,NA,1.338723156166576,1.3257740051427886,NA,NA,NA,NA,NA,NA,NA,NA
ratio,libcxx,B3,LOG/SPLIT,double,0.51,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012500430930378892,NA,NA,NA,NA,NA,1.1962022756632642,NA,10,NA,NA,1.2059212068880873,1.1917605003526976,NA,NA,NA,NA,NA,NA,NA,NA
ratio,libcxx,B4,LOG/SPLIT,double,0.51,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01360525801245327,NA,NA,NA,NA,NA,1.202552440905125,NA,10,NA,NA,1.2127267412156655,1.1969104706773124,NA,NA,NA,NA,NA,NA,NA,NA
ratio,libstdcxx,B0,LOG/SPLIT,double,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0070398906489204105,NA,NA,NA,NA,NA,1.1416873238895953,NA,10,NA,NA,1.1482670398935722,1.1353686672868093,NA,NA,NA,NA,NA,NA,NA,NA
ratio,libstdcxx,B1,LOG/SPLIT,float,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00565368083329032,NA,NA,NA,NA,NA,1.1124042666733978,NA,10,NA,NA,1.1142461894779339,1.1073729544774895,NA,NA,NA,NA,NA,NA,NA,NA
ratio,libstdcxx,B2,LOG/SPLIT,double,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005226917487379801,NA,NA,NA,NA,NA,1.4177370821855388,NA,10,NA,NA,1.4220711081067474,1.4150476433268047,NA,NA,NA,NA,NA,NA,NA,NA
ratio,libstdcxx,B3,LOG/SPLIT,double,0.51,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001631461481451657,NA,NA,NA,NA,NA,1.1513923805076862,NA,10,NA,NA,1.1529360856788657,1.1498225000235547,NA,NA,NA,NA,NA,NA,NA,NA
ratio,libstdcxx,B4,LOG/SPLIT,double,0.51,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004061095699469108,NA,NA,NA,NA,NA,1.1576787786171705,NA,10,NA,NA,1.1602714485442789,1.1550887714898324,NA,NA,NA,NA,NA,NA,NA,NA
reproducibility,libcxx,B0,SPLIT,double,0.51,NA,10000,10000,NA,NA,NA,NA,NA,NA,155580,155580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libcxx,B0,LOG,double,0.51,NA,10000,10000,NA,NA,NA,NA,NA,NA,155640,155640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libcxx,B1,SPLIT,float,0.55,NA,10000,10000,NA,NA,NA,NA,NA,NA,78060,78060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libcxx,B1,LOG,float,0.55,NA,10000,10000,NA,NA,NA,NA,NA,NA,78376,78376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libcxx,B2,SPLIT,double,0.75,NA,10000,10000,NA,NA,NA,NA,NA,NA,159368,159368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libcxx,B2,LOG,double,0.75,NA,10000,10000,NA,NA,NA,NA,NA,NA,164712,164712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libcxx,B3,SPLIT,double,0.51,5,276457,276457,NA,NA,NA,NA,NA,NA,4294260,4294260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libcxx,B3,LOG,double,0.51,5,278625,278625,NA,NA,NA,NA,NA,NA,4331140,4331140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libcxx,B4,SPLIT,double,0.51,20,164281,164281,NA,NA,NA,NA,NA,NA,2553988,2553988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libcxx,B4,LOG,double,0.51,20,163964,163964,NA,NA,NA,NA,NA,NA,2550944,2550944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libstdcxx,B0,SPLIT,double,0.51,NA,10000,10000,NA,NA,NA,NA,NA,NA,154082,154082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libstdcxx,B0,LOG,double,0.51,NA,10000,10000,NA,NA,NA,NA,NA,NA,127080,127080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libstdcxx,B1,SPLIT,float,0.55,NA,10000,10000,NA,NA,NA,NA,NA,NA,77029,77029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libstdcxx,B1,LOG,float,0.55,NA,10000,10000,NA,NA,NA,NA,NA,NA,64189,64189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libstdcxx,B2,SPLIT,double,0.75,NA,10000,10000,NA,NA,NA,NA,NA,NA,153564,153564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libstdcxx,B2,LOG,double,0.75,NA,10000,10000,NA,NA,NA,NA,NA,NA,135840,135840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libstdcxx,B3,SPLIT,double,0.51,5,279838,279838,NA,NA,NA,NA,NA,NA,4317538,4317538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libstdcxx,B3,LOG,double,0.51,5,274032,274032,NA,NA,NA,NA,NA,NA,3482120,3482120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libstdcxx,B4,SPLIT,double,0.51,20,159434,159434,NA,NA,NA,NA,NA,NA,2459694,2459694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
reproducibility,libstdcxx,B4,LOG,double,0.51,20,158891,158891,NA,NA,NA,NA,NA,NA,2019424,2019424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
