phase,scope,layer,method,precision,stdlib,kappa,shape_a,n_seeds,n_attempted,n_finite,n_failed,n_avoidable,n_honest_overflow,cat_finite,cat_denominator_zero,cat_quotient_first_loss,cat_split_form_loss,cat_log_primitive_failure,cat_honest_overflow,cat_cap_reject,cat_cap_exhausted,failure_rate,failure_ci_lo,failure_ci_hi,failure_is_upper_bound,avoidable_rate,avoidable_ci_lo,avoidable_ci_hi,avoidable_is_upper_bound,honest_rate,honest_ci_lo,honest_ci_hi,honest_is_upper_bound,accounting_ok,honest_floor_count,honest_floor_rate,honest_floor_ci_lo,honest_floor_ci_hi,honest_floor_is_upper_bound,near_limit_band_count,honest_minus_floor,within_boundary_band,x2_zero,x2_subnormal,rotation_recoverable,mean_abs_rel_err_log_vs_split,seconds,audit_near_limit_total,audit_near_limit_audited,audit_method_disagreement_total,audit_method_disagreement_audited,audit_subnormal_denominator_total,audit_subnormal_denominator_audited,audit_bulk_failure_total,audit_bulk_failure_audited,audit_uniform_sample_total,audit_uniform_sample_audited,seed
E2,pooled,paired,QF,float,libstdc++,0.51,0.009999990463256836,5,5000000,2927361,2072639,1228988,843651,2927361,936641,292347,0,0,843651,0,0,0.4145278,0.4140959392336078,0.4149597597498473,false,0.2457976,0.24542025251647823,0.24617524188273154,false,0.1687302,0.1684020224076706,0.1690587612657696,false,true,843651,0.1687302,0.1684020224076706,0.1690587612657696,false,67606,0,true,1780292,320261,0,0.001766013042544832,0,67606,67606,1194718,12051,28120,2817,810315,153,2899241,291,NA
E2,pooled,paired,SPLIT,float,libc++,0.51,0.009999990463256836,5,5000000,3219612,1780388,936623,843765,3219612,936623,0,0,0,843765,0,0,0.3560776,0.3556578706647566,0.35649749601004044,false,0.1873246,0.18698268667463286,0.1876668754570996,false,0.168753,0.1684248047184032,0.16908157892862943,false,true,843765,0.168753,0.1684248047184032,0.16908157892862943,false,67709,0,true,1780388,320272,0,0.00177483217692078,0,67709,67709,1194620,12063,28150,2820,810390,166,2899131,293,NA
E2,pooled,paired,SPLIT,float,libstdc++,0.51,0.009999990463256836,5,5000000,3219708,1780292,936641,843651,3219708,936641,0,0,0,843651,0,0,0.3560584,0.3556386757345355,0.3564782909625264,false,0.1873282,0.18698628414383847,0.18767047798372133,false,0.1687302,0.1684020224076706,0.1690587612657696,false,true,843651,0.1687302,0.1684020224076706,0.1690587612657696,false,67606,0,true,1780292,320261,0,0.001766013042544832,0,67606,67606,1194718,12051,28120,2817,810315,153,2899241,291,NA
E2,pooled,paired,LOG,float,libc++,0.55,0.050000011920928955,5,5000000,4999327,673,0,673,4999327,0,0,0,0,673,0,0,0.0001346,0.00012462217239401564,0.00014516404408248493,false,0.0,0.0,5.991462752596988e-07,true,0.0001346,0.00012462217239401564,0.00014516404408248493,false,true,673,0.0001346,0.00012462217239401564,0.00014516404408248493,false,266,0,true,28577,36453,0,9.232666130734354e-05,0,266,266,60083,611,4153,418,551,6,4934947,495,NA
E2,pooled,paired,LOG,float,libstdc++,0.55,0.050000011920928955,5,5000000,4999317,683,0,683,4999317,0,0,0,0,683,0,0,0.0001366,0.00012654690465777543,0.00014723925461204,false,0.0,0.0,5.991462752596988e-07,true,0.0001366,0.00012654690465777543,0.00014723925461204,false,true,683,0.0001366,0.00012654690465777543,0.00014723925461204,false,300,0,true,28759,36520,0,9.34715556608906e-05,0,300,300,60401,620,4068,410,549,5,4934682,495,NA
E2,pooled,paired,QF,float,libc++,0.55,0.050000011920928955,5,5000000,4939100,60900,60227,673,4939100,27904,32323,0,0,673,0,0,0.01218,0.012084037781457216,0.012276527757687929,false,0.0120454,0.011949964065275267,0.01214140163420108,false,0.0001346,0.00012462217239401564,0.00014516404408248493,false,true,673,0.0001346,0.00012462217239401564,0.00014516404408248493,false,266,0,true,28577,36453,0,9.232666130734354e-05,0,266,266,60083,611,4153,418,551,6,4934947,495,NA
E2,pooled,paired,QF,float,libstdc++,0.55,0.050000011920928955,5,5000000,4938750,61250,60567,683,4938750,28076,32491,0,0,683,0,0,0.01225,0.012153765274764515,0.012346800181027906,false,0.0121134,0.012017697807300965,0.012209667811166834,false,0.0001366,0.00012654690465777543,0.00014723925461204,false,true,683,0.0001366,0.00012654690465777543,0.00014723925461204,false,300,0,true,28759,36520,0,9.34715556608906e-05,0,300,300,60401,620,4068,410,549,5,4934682,495,NA
E2,pooled,paired,SPLIT,float,libc++,0.55,0.050000011920928955,5,5000000,4971423,28577,27904,673,4971423,27904,0,0,0,673,0,0,0.0057154,0.005649510645476014,0.0057818627471894,false,0.0055808,0.005515688996711057,0.005646484565777407,false,0.0001346,0.00012462217239401564,0.00014516404408248493,false,true,673,0.0001346,0.00012462217239401564,0.00014516404408248493,false,266,0,true,28577,36453,0,9.232666130734354e-05,0,266,266,60083,611,4153,418,551,6,4934947,495,NA
E2,pooled,paired,SPLIT,float,libstdc++,0.55,0.050000011920928955,5,5000000,4971241,28759,28076,683,4971241,28076,0,0,0,683,0,0,0.0057518,0.00568570176105036,0.005818471585773705,false,0.0056152,0.005549889171926957,0.005681084347111891,false,0.0001366,0.00012654690465777543,0.00014723925461204,false,true,683,0.0001366,0.00012654690465777543,0.00014723925461204,false,300,0,true,28759,36520,0,9.34715556608906e-05,0,300,300,60401,620,4068,410,549,5,4934682,495,NA
E2,pooled,paired,LOG,float,libc++,0.6,0.10000002384185791,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,166,683,0,1.8238677649631067e-06,0,0,0,753,10,97,12,0,0,4999150,500,NA
E2,pooled,paired,LOG,float,libstdc++,0.6,0.10000002384185791,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,167,667,0,1.186031409053893e-06,0,0,0,728,10,109,13,0,0,4999163,500,NA
E2,pooled,paired,QF,float,libc++,0.6,0.10000002384185791,5,5000000,4999247,753,753,0,4999247,166,587,0,0,0,0,0,0.0001506,0.00014003477754454913,0.0001617510123011413,false,0.0001506,0.00014003477754454913,0.0001617510123011413,false,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,166,683,0,1.8238677649631067e-06,0,0,0,753,10,97,12,0,0,4999150,500,NA
E2,pooled,paired,QF,float,libstdc++,0.6,0.10000002384185791,5,5000000,4999272,728,728,0,4999272,167,561,0,0,0,0,0,0.0001456,0.00013521483094956923,0.00015657108499395265,false,0.0001456,0.00013521483094956923,0.00015657108499395265,false,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,167,667,0,1.186031409053893e-06,0,0,0,728,10,109,13,0,0,4999163,500,NA
E2,pooled,paired,SPLIT,float,libc++,0.6,0.10000002384185791,5,5000000,4999834,166,166,0,4999834,166,0,0,0,0,0,0,3.32e-05,2.8341606618887448e-05,3.8652248646318015e-05,false,3.32e-05,2.8341606618887448e-05,3.8652248646318015e-05,false,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,166,683,0,1.8238677649631067e-06,0,0,0,753,10,97,12,0,0,4999150,500,NA
E2,pooled,paired,SPLIT,float,libstdc++,0.6,0.10000002384185791,5,5000000,4999833,167,167,0,4999833,167,0,0,0,0,0,0,3.34e-05,2.8526410354949732e-05,3.886740017660143e-05,false,3.34e-05,2.8526410354949732e-05,3.886740017660143e-05,false,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,167,667,0,1.186031409053893e-06,0,0,0,728,10,109,13,0,0,4999163,500,NA
E2,pooled,paired,LOG,float,libc++,0.75,0.25,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,9.255629014438244e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,LOG,float,libstdc++,0.75,0.25,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,9.260806090824974e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,QF,float,libc++,0.75,0.25,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,9.255629014438244e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,QF,float,libstdc++,0.75,0.25,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,9.260806090824974e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,SPLIT,float,libc++,0.75,0.25,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,9.255629014438244e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,SPLIT,float,libstdc++,0.75,0.25,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,9.260806090824974e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,LOG,float,libc++,1,0.5,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,6.111125538624372e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,LOG,float,libstdc++,1,0.5,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,6.106922019720623e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,QF,float,libc++,1,0.5,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,6.111125538624372e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,QF,float,libstdc++,1,0.5,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,6.106922019720623e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,SPLIT,float,libc++,1,0.5,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,6.111125538624372e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,SPLIT,float,libstdc++,1,0.5,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,6.106922019720623e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,LOG,float,libc++,1.5,1.0,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,4.663212662259067e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,LOG,float,libstdc++,1.5,1.0,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,4.661727372235768e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,QF,float,libc++,1.5,1.0,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,4.663212662259067e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,QF,float,libstdc++,1.5,1.0,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,4.661727372235768e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,SPLIT,float,libc++,1.5,1.0,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,4.663212662259067e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,SPLIT,float,libstdc++,1.5,1.0,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,4.661727372235768e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,LOG,float,libc++,2,1.5,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,4.671795704143023e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,LOG,float,libstdc++,2,1.5,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,4.669827604381439e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,QF,float,libc++,2,1.5,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,4.671795704143023e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,QF,float,libstdc++,2,1.5,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,4.669827604381439e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,SPLIT,float,libc++,2,1.5,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,4.671795704143023e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,SPLIT,float,libstdc++,2,1.5,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,4.669827604381439e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,LOG,float,libc++,5,4.5,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,4.8752650375970556e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,LOG,float,libstdc++,5,4.5,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,4.8738191193547876e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,QF,float,libc++,5,4.5,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,4.8752650375970556e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,QF,float,libstdc++,5,4.5,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,4.8738191193547876e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,SPLIT,float,libc++,5,4.5,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,4.8752650375970556e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,pooled,paired,SPLIT,float,libstdc++,5,4.5,5,5000000,5000000,0,0,0,5000000,0,0,0,0,0,0,0,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,0.0,0.0,5.991462752596988e-07,true,true,0,0.0,0.0,5.991462752596988e-07,true,0,0,true,0,0,0,4.8738191193547876e-08,0,0,0,0,0,0,0,0,0,5000000,500,NA
E2,seed,native,LOG,double,libc++,0.5001,9.999999999998899e-05,1,1000000,132155,867845,0,867845,132155,0,0,0,0,867845,0,0,0.867845,0.8671796747366598,0.8685081938264935,false,0.0,0.0,2.9957277863923437e-06,true,0.867845,0.8671796747366598,0.8685081938264935,false,true,0,0.0,0.0,2.9957277863923437e-06,true,0,867845,false,928493,0,0,NA,0.114516,0,0,0,0,0,0,0,0,0,0,4001
E2,seed,native,LOG,double,libstdc++,0.5001,9.999999999998899e-05,1,1000000,132439,867561,0,867561,132439,0,0,0,0,867561,0,0,0.867561,0.8668950714703307,0.8682247987403624,false,0.0,0.0,2.9957277863923437e-06,true,0.867561,0.8668950714703307,0.8682247987403624,false,true,0,0.0,0.0,2.9957277863923437e-06,true,0,867561,false,928236,0,0,NA,0.079923,0,0,0,0,0,0,0,0,0,0,4001
E2,seed,native,LOG,double,libc++,0.5001,9.999999999998899e-05,1,1000000,132997,867003,0,867003,132997,0,0,0,0,867003,0,0,0.867003,0.8663358891323286,0.8676679843153996,false,0.0,0.0,2.9957277863923437e-06,true,0.867003,0.8663358891323286,0.8676679843153996,false,true,0,0.0,0.0,2.9957277863923437e-06,true,0,867003,false,927901,0,0,NA,0.113594,0,0,0,0,0,0,0,0,0,0,4002
E2,seed,native,LOG,double,libstdc++,0.5001,9.999999999998899e-05,1,1000000,132946,867054,0,867054,132946,0,0,0,0,867054,0,0,0.867054,0.8663869970333813,0.8677188761184943,false,0.0,0.0,2.9957277863923437e-06,true,0.867054,0.8663869970333813,0.8677188761184943,false,true,0,0.0,0.0,2.9957277863923437e-06,true,0,867054,false,928021,0,0,NA,0.080452,0,0,0,0,0,0,0,0,0,0,4002
E2,seed,native,LOG,double,libc++,0.5001,9.999999999998899e-05,1,1000000,131950,868050,0,868050,131950,0,0,0,0,868050,0,0,0.86805,0.8673851108251371,0.8687127565487651,false,0.0,0.0,2.9957277863923437e-06,true,0.86805,0.8673851108251371,0.8687127565487651,false,true,0,0.0,0.0,2.9957277863923437e-06,true,0,868050,false,928896,0,0,NA,0.113598,0,0,0,0,0,0,0,0,0,0,4003
E2,seed,native,LOG,double,libstdc++,0.5001,9.999999999998899e-05,1,1000000,132264,867736,0,867736,132264,0,0,0,0,867736,0,0,0.867736,0.8670704430811766,0.8683994261143073,false,0.0,0.0,2.9957277863923437e-06,true,0.867736,0.8670704430811766,0.8683994261143073,false,true,0,0.0,0.0,2.9957277863923437e-06,true,0,867736,false,928609,0,0,NA,0.07998,0,0,0,0,0,0,0,0,0,0,4003
E2,seed,native,LOG,double,libc++,0.5001,9.999999999998899e-05,1,1000000,132219,867781,0,867781,132219,0,0,0,0,867781,0,0,0.867781,0.867115538700607,0.8684443302338256,false,0.0,0.0,2.9957277863923437e-06,true,0.867781,0.867115538700607,0.8684443302338256,false,true,0,0.0,0.0,2.9957277863923437e-06,true,0,867781,false,928092,0,0,NA,0.113668,0,0,0,0,0,0,0,0,0,0,4004
E2,seed,native,LOG,double,libstdc++,0.5001,9.999999999998899e-05,1,1000000,132403,867597,0,867597,132403,0,0,0,0,867597,0,0,0.867597,0.8669311478844922,0.8682607221173584,false,0.0,0.0,2.9957277863923437e-06,true,0.867597,0.8669311478844922,0.8682607221173584,false,true,0,0.0,0.0,2.9957277863923437e-06,true,0,867597,false,928267,0,0,NA,0.082484,0,0,0,0,0,0,0,0,0,0,4004
E2,seed,native,LOG,double,libc++,0.5001,9.999999999998899e-05,1,1000000,132340,867660,0,867660,132340,0,0,0,0,867660,0,0,0.86766,0.8669942816485228,0.8683235879878515,false,0.0,0.0,2.9957277863923437e-06,true,0.86766,0.8669942816485228,0.8683235879878515,false,true,0,0.0,0.0,2.9957277863923437e-06,true,0,867660,false,928143,0,0,NA,0.114067,0,0,0,0,0,0,0,0,0,0,4005
E2,seed,native,LOG,double,libstdc++,0.5001,9.999999999998899e-05,1,1000000,132710,867290,0,867290,132710,0,0,0,0,867290,0,0,0.86729,0.8666234967644552,0.8679543750183532,false,0.0,0.0,2.9957277863923437e-06,true,0.86729,0.8666234967644552,0.8679543750183532,false,true,0,0.0,0.0,2.9957277863923437e-06,true,0,867290,false,927853,0,0,NA,0.080283,0,0,0,0,0,0,0,0,0,0,4005
E2,seed,native,QF,double,libc++,0.5001,9.999999999998899e-05,1,1000000,68305,931695,931695,0,68305,928458,3237,0,0,0,0,0,0.931695,0.9311988112340767,0.9321886865026079,false,0.931695,0.9311988112340767,0.9321886865026079,false,0.0,0.0,2.9957277863923437e-06,true,true,0,0.0,0.0,2.9957277863923437e-06,true,0,0,true,928458,3369,0,NA,0.0925776,0,0,0,0,0,0,0,0,0,0,4001
E2,seed,native,QF,double,libstdc++,0.5001,9.999999999998899e-05,1,1000000,68270,931730,931730,0,68270,928425,3305,0,0,0,0,0,0.93173,0.9312339285401319,0.9322235689928848,false,0.93173,0.9312339285401319,0.9322235689928848,false,0.0,0.0,2.9957277863923437e-06,true,true,0,0.0,0.0,2.9957277863923437e-06,true,0,0,true,928425,3442,0,NA,0.072938,0,0,0,0,0,0,0,0,0,0,4001
E2,seed,native,QF,double,libc++,0.5001,9.999999999998899e-05,1,1000000,68805,931195,931195,0,68805,927921,3274,0,0,0,0,0,0.931195,0.9306971395025847,0.9316903611435712,false,0.931195,0.9306971395025847,0.9316903611435712,false,0.0,0.0,2.9957277863923437e-06,true,true,0,0.0,0.0,2.9957277863923437e-06,true,0,0,true,927921,3394,0,NA,0.0946131,0,0,0,0,0,0,0,0,0,0,4002
E2,seed,native,QF,double,libstdc++,0.5001,9.999999999998899e-05,1,1000000,68105,931895,931895,0,68105,928624,3271,0,0,0,0,0,0.931895,0.9313994820587821,0.9323880145140714,false,0.931895,0.9313994820587821,0.9323880145140714,false,0.0,0.0,2.9957277863923437e-06,true,true,0,0.0,0.0,2.9957277863923437e-06,true,0,0,true,928624,3410,0,NA,0.073373,0,0,0,0,0,0,0,0,0,0,4002
E2,seed,native,QF,double,libc++,0.5001,9.999999999998899e-05,1,1000000,67799,932201,932201,0,67799,928895,3306,0,0,0,0,0,0.932201,0.9317065107947853,0.9326929839973574,false,0.932201,0.9317065107947853,0.9326929839973574,false,0.0,0.0,2.9957277863923437e-06,true,true,0,0.0,0.0,2.9957277863923437e-06,true,0,0,true,928895,3437,0,NA,0.0929454,0,0,0,0,0,0,0,0,0,0,4003
E2,seed,native,QF,double,libstdc++,0.5001,9.999999999998899e-05,1,1000000,68563,931437,931437,0,68563,928119,3318,0,0,0,0,0,0.931437,0.9309399476727127,0.9319315515652777,false,0.931437,0.9309399476727127,0.9319315515652777,false,0.0,0.0,2.9957277863923437e-06,true,true,0,0.0,0.0,2.9957277863923437e-06,true,0,0,true,928119,3441,0,NA,0.073128,0,0,0,0,0,0,0,0,0,0,4003
E2,seed,native,QF,double,libc++,0.5001,9.999999999998899e-05,1,1000000,68556,931444,931444,0,68556,928085,3359,0,0,0,0,0,0.931444,0.930946971075953,0.9319385281213061,false,0.931444,0.930946971075953,0.9319385281213061,false,0.0,0.0,2.9957277863923437e-06,true,true,0,0.0,0.0,2.9957277863923437e-06,true,0,0,true,928085,3490,0,NA,0.0931168,0,0,0,0,0,0,0,0,0,0,4004
E2,seed,native,QF,double,libstdc++,0.5001,9.999999999998899e-05,1,1000000,68394,931606,931606,0,68394,928302,3304,0,0,0,0,0,0.931606,0.9311095131098877,0.9320999851446943,false,0.931606,0.9311095131098877,0.9320999851446943,false,0.0,0.0,2.9957277863923437e-06,true,true,0,0.0,0.0,2.9957277863923437e-06,true,0,0,true,928302,3437,0,NA,0.072567,0,0,0,0,0,0,0,0,0,0,4004
