phase,tag,stdlib,arch,execution,layer,scope,method,diagnostic_only,precision,kappa,shape_a,seed,n_attempted,cat_finite,cat_denominator_zero,cat_quotient_first_loss,cat_legacy_form_loss,cat_log_primitive_failure,cat_honest_overflow,cat_cap_reject,cat_cap_exhausted,cat_finite_but_wrong,cat_overflow_returned_finite,n_finite,n_avoidable,n_honest,nonfinite_output,candidate_avoidable_count,accounting_ok,accounting_residual,ref_nonrepresentable,honest_minus_ref,rotation_recoverable,near_limit,x2_zero,x2_subnormal,n_rel_err,mean_rel_err_radius,max_rel_err_radius,max_rel_error_threshold,max_log_r_ref,max_finite_log_component,honest_floor_rate,honest_floor_log10,observed_over_floor,audit_margin_log_units,audit_margin_assertions,audit_margin_assertion_failures,audit_min_unambiguous_margin,audited,seed_homogeneity_chi2,seed_homogeneity_p,cross_phase_native_agrees,protocol_sha256,failure_count,failure_n,failure_rate,failure_ci_lo,failure_ci_hi,failure_interval_kind,failure_is_upper_bound,avoidable_count,avoidable_n,avoidable_rate,avoidable_ci_lo,avoidable_ci_hi,avoidable_interval_kind,avoidable_is_upper_bound,honest_count,honest_n,honest_rate,honest_ci_lo,honest_ci_hi,honest_interval_kind,honest_is_upper_bound,boot_estimate,boot_lo,boot_hi,boot_conf,boot_resamples,boot_rng_seed,boot_kind,boot_n_seeds,boot_n_per_seed,boot_resolved,audit_within_margin_of_a_type_limit_total,audit_within_margin_of_a_type_limit_audited,audit_within_margin_of_a_type_limit_rate,audit_method_disagreement_total,audit_method_disagreement_audited,audit_method_disagreement_rate,audit_finite_but_wrong_candidate_total,audit_finite_but_wrong_candidate_audited,audit_finite_but_wrong_candidate_rate,audit_avoidable_loss_candidate_total,audit_avoidable_loss_candidate_audited,audit_avoidable_loss_candidate_rate,audit_subnormal_or_zero_denominator_representable_target_total,audit_subnormal_or_zero_denominator_representable_target_audited,audit_subnormal_or_zero_denominator_representable_target_rate,audit_unambiguous_failure_beyond_margin_total,audit_unambiguous_failure_beyond_margin_audited,audit_unambiguous_failure_beyond_margin_rate,audit_uniform_sample_total,audit_uniform_sample_audited,audit_uniform_sample_rate
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,0.55,0.050000011920928955,9005,1000000,999862,0,0,0,0,138,0,0,0,0,999862,0,138,138,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,89.10204229799372,0.00013755258343338465,-3.8615312485289164,1.0032526947545992,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,138,1000000,0.000138,0.00011593813272449321,0.00016303769051662225,two_sided_clopper_pearson_0.95,false,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,138,1000000,0.000138,0.00011593813272449321,0.00016303769051662225,two_sided_clopper_pearson_0.95,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,0.6,0.10000002384185791,9001,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,71.5805494147489,1.9058501638344972e-08,-7.719911246183416,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,0.6,0.10000002384185791,9002,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,69.60619321010657,1.9058501638344972e-08,-7.719911246183416,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,0.6,0.10000002384185791,9003,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,71.20733533037598,1.9058501638344972e-08,-7.719911246183416,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,0.6,0.10000002384185791,9004,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,70.83104783342645,1.9058501638344972e-08,-7.719911246183416,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,0.6,0.10000002384185791,9005,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,73.31550649929297,1.9058501638344972e-08,-7.719911246183416,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,0.75,0.25,9001,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,25.509916913177992,5.252598024236797e-20,-19.279625834021886,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,0.75,0.25,9002,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,32.557388452577605,5.252598024236797e-20,-19.279625834021886,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,0.75,0.25,9003,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,29.30042846450919,5.252598024236797e-20,-19.279625834021886,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,0.75,0.25,9004,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,26.624174537002293,5.252598024236797e-20,-19.279625834021886,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,0.75,0.25,9005,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,33.71366505512186,5.252598024236797e-20,-19.279625834021886,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,1.0,0.5,9001,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,14.059558245671747,3.110085776133525e-39,-38.50722763297066,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,1.0,0.5,9002,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,14.550921491160524,3.110085776133525e-39,-38.50722763297066,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,1.0,0.5,9003,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,13.21583180705592,3.110085776133525e-39,-38.50722763297066,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,1.0,0.5,9004,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,13.431822414119042,3.110085776133525e-39,-38.50722763297066,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,1.0,0.5,9005,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,13.69303859579802,3.110085776133525e-39,-38.50722763297066,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,1.25,0.75,9001,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,9.55260287939686,1.9960933636618398e-58,-57.699819149233576,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,1.25,0.75,9002,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,9.806554613104492,1.9960933636618398e-58,-57.699819149233576,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,1.25,0.75,9003,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,10.407196684063079,1.9960933636618398e-58,-57.699819149233576,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,1.25,0.75,9004,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,9.063674016500716,1.9960933636618398e-58,-57.699819149233576,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,1.25,0.75,9005,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,9.336870020257901,1.9960933636618398e-58,-57.699819149233576,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,1.49,0.9900000095367432,9001,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,8.42306639243314,7.949767415355583e-77,-76.0996455772184,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,1.49,0.9900000095367432,9002,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,7.673743783888717,7.949767415355583e-77,-76.0996455772184,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,1.49,0.9900000095367432,9003,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,6.943656289536612,7.949767415355583e-77,-76.0996455772184,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,1.49,0.9900000095367432,9004,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,8.229131067779209,7.949767415355583e-77,-76.0996455772184,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,1.49,0.9900000095367432,9005,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,7.659227485977368,7.949767415355583e-77,-76.0996455772184,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,1.5,1.0,9001,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,7.130268058056736,1.3619256769730939e-77,-76.86584659210105,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,1.5,1.0,9002,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,7.160117022012985,1.3619256769730939e-77,-76.86584659210105,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,float,1.5,1.0,9003,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,8.174547578471026,1.3619256769730939e-77,-76.86584659210105,0.0,nan,NA,NA,nan,NA,NA,NA,true,c3b4a0a07877c0f8e2370ff7fdae98d3f3d96c15465aadb9eae00a280391c6a6,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
